0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
0,3.0783744000000004,2.885976,3.0783744000000004,2.6935775999999994,2.6935775999999994,2.7897768,3.0783744000000004,3.6555695999999998,4.1846651999999995,4.569462000000001,4.7618604,4.80996,4.7618604,4.80996,4.80996,4.665661200000001,4.6175616,4.6175616,4.4732628,4.4251632,4.4251632,4.4732628,4.1846651999999995,3.4631711999999997
1,3.31008,3.1032,3.31008,2.89632,2.89632,2.99976,3.31008,3.93072,4.499639999999999,4.913399999999999,5.120279999999999,5.172,5.120279999999999,5.172,5.172,5.01684,4.965120000000001,4.965120000000001,4.80996,4.75824,4.75824,4.80996,4.499639999999999,3.72384
2,3.2438784,3.0411360000000007,3.2438784,2.8383936,2.8383936,2.9397648000000003,3.2438784,3.8521056,4.4096472,4.815132,5.0178744,5.068560000000001,5.0178744,5.068560000000001,5.068560000000001,4.916503199999999,4.8658176,4.8658176,4.713760799999999,4.6630752,4.6630752,4.713760799999999,4.4096472,3.6493632
3,3.1776768000000004,2.979072,3.1776768000000004,2.7804672000000004,2.7804672000000004,2.8797696,3.1776768000000004,3.7734911999999996,4.3196544,4.716863999999999,4.9154688,4.965120000000001,4.9154688,4.965120000000001,4.965120000000001,4.8161664,4.766515199999999,4.766515199999999,4.6175616,4.567910400000001,4.567910400000001,4.6175616,4.3196544,3.5748864000000005
4,3.1114752,2.917008,3.1114752,2.7225408,2.7225408,2.8197744,3.1114752,3.6948768000000003,4.2296616,4.618596,4.8130632,4.86168,4.8130632,4.86168,4.86168,4.7158296,4.6672128,4.6672128,4.5213624,4.4727456000000005,4.4727456000000005,4.5213624,4.2296616,3.5004096
5,2.9470056,2.7877080000000003,2.6284104,2.5885860000000003,2.5487615999999997,2.4691128,2.4691128,2.6284104,3.2257764,3.424898400000001,3.6240204000000005,3.7036691999999993,3.7036691999999993,3.6638447999999997,3.6240204000000005,3.6240204000000005,3.6638447999999997,3.7434936,3.7833179999999995,3.7833179999999995,3.98244,3.7036691999999993,3.5045471999999993,3.1859520000000003
6,2.8704600000000005,2.7153,2.5601399999999996,2.52135,2.4825600000000003,2.40498,2.40498,2.5601399999999996,3.14199,3.33594,3.5298899999999995,3.60747,3.60747,3.5686799999999996,3.5298899999999995,3.5298899999999995,3.5686799999999996,3.6462600000000007,3.6850500000000004,3.6850500000000004,3.8789999999999996,3.60747,3.41352,3.1032
7,3.21408,3.0132,3.21408,2.8123199999999997,2.8123199999999997,2.9127600000000005,3.21408,3.81672,4.36914,4.7709,4.97178,5.022,4.97178,5.022,5.022,4.87134,4.8211200000000005,4.8211200000000005,4.67046,4.62024,4.62024,4.67046,4.36914,3.6158399999999995
8,3.4560000000000004,3.24,3.4560000000000004,3.024,3.024,3.132,3.4560000000000004,4.104,4.6979999999999995,5.13,5.345999999999999,5.4,5.345999999999999,5.4,5.4,5.2379999999999995,5.184000000000001,5.184000000000001,5.022,4.968,4.968,5.022,4.6979999999999995,3.888
9,3.3868799999999997,3.1752000000000002,3.3868799999999997,2.96352,2.96352,3.06936,3.3868799999999997,4.02192,4.6040399999999995,5.0274,5.2390799999999995,5.292,5.2390799999999995,5.292,5.292,5.13324,5.08032,5.08032,4.9215599999999995,4.868639999999999,4.868639999999999,4.9215599999999995,4.6040399999999995,3.8102399999999994
10,3.31776,3.1104,3.31776,2.90304,2.90304,3.00672,3.31776,3.9398400000000002,4.51008,4.924799999999999,5.13216,5.184000000000001,5.13216,5.184000000000001,5.184000000000001,5.02848,4.97664,4.97664,4.8211200000000005,4.76928,4.76928,4.8211200000000005,4.51008,3.73248
11,3.2486399999999995,3.0456000000000003,3.2486399999999995,2.84256,2.84256,2.94408,3.2486399999999995,3.8577600000000007,4.41612,4.8222,5.02524,5.076,5.02524,5.076,5.076,4.923720000000001,4.87296,4.87296,4.72068,4.66992,4.66992,4.72068,4.41612,3.65472
12,3.0769199999999994,2.9105999999999996,2.74428,2.7027,2.66112,2.57796,2.57796,2.74428,3.36798,3.5758800000000006,3.78378,3.86694,3.86694,3.82536,3.78378,3.78378,3.82536,3.90852,3.9501,3.9501,4.1579999999999995,3.86694,3.6590399999999996,3.3264
13,2.997,2.835,2.673,2.6325,2.5920000000000005,2.511,2.511,2.673,3.2805,3.483,3.6854999999999998,3.7665,3.7665,3.726,3.6854999999999998,3.6854999999999998,3.726,3.8069999999999995,3.8475,3.8475,4.050000000000001,3.7665,3.564,3.24
14,3.1355136,2.9395439999999997,3.1355136,2.7435744,2.7435744,2.8415592,3.1355136,3.7234224000000005,4.2623388,4.654278,4.8502476,4.89924,4.8502476,4.89924,4.89924,4.7522628,4.703270400000001,4.703270400000001,4.556293199999999,4.5073008,4.5073008,4.556293199999999,4.2623388,3.5274528000000007
15,3.37152,3.1608,3.37152,2.95008,2.95008,3.0554399999999995,3.37152,4.00368,4.5831599999999995,5.0046,5.21532,5.268,5.21532,5.268,5.268,5.109960000000001,5.0572799999999996,5.0572799999999996,4.89924,4.84656,4.84656,4.89924,4.5831599999999995,3.7929600000000003
16,3.3040896,3.0975840000000003,3.3040896,2.8910784,2.8910784,2.9943312,3.3040896,3.9236064,4.4914968,4.904508,5.1110136,5.16264,5.1110136,5.16264,5.16264,5.0077608,4.9561344,4.9561344,4.8012552,4.749628800000001,4.749628800000001,4.8012552,4.4914968,3.7171008000000008
17,3.2366592,3.0343679999999997,3.2366592,2.8320768,2.8320768,2.9332224,3.2366592,3.8435328,4.3998336,4.804416,5.006707199999999,5.0572799999999996,5.006707199999999,5.0572799999999996,5.0572799999999996,4.9055615999999995,4.8549888,4.8549888,4.703270400000001,4.6526976,4.6526976,4.703270400000001,4.3998336,3.6412416
18,3.1692288,2.971152,3.1692288,2.7730752,2.7730752,2.8721136,3.1692288,3.7634592,4.3081704,4.704324,4.902400800000001,4.95192,4.902400800000001,4.95192,4.95192,4.8033624,4.7538431999999995,4.7538431999999995,4.6052856,4.5557664,4.5557664,4.6052856,4.3081704,3.5653824000000003
19,3.0017063999999998,2.839452,2.6771976000000004,2.636634,2.5960704000000003,2.5149432000000003,2.5149432000000003,2.6771976000000004,3.2856515999999996,3.4884696,3.6912876,3.7724148000000004,3.7724148000000004,3.7318511999999995,3.6912876,3.6912876,3.7318511999999995,3.8129783999999995,3.853542,3.853542,4.05636,3.7724148000000004,3.5695968000000002,3.245088
20,2.9237399999999996,2.7657000000000003,2.60766,2.56815,2.5286399999999998,2.44962,2.44962,2.60766,3.20031,3.3978600000000005,3.59541,3.67443,3.67443,3.63492,3.59541,3.59541,3.63492,3.7139399999999996,3.75345,3.75345,3.9509999999999996,3.67443,3.47688,3.1608
21,2.9783808,2.7922320000000003,2.9783808,2.6060832,2.6060832,2.6991576,2.9783808,3.5368272,4.0487364,4.421034000000001,4.6071828,4.65372,4.6071828,4.65372,4.65372,4.5141084,4.467571199999999,4.467571199999999,4.3279596,4.2814224,4.2814224,4.3279596,4.0487364,3.3506784
22,3.20256,3.0023999999999997,3.20256,2.80224,2.80224,2.90232,3.20256,3.8030399999999998,4.35348,4.7538,4.95396,5.0040000000000004,4.95396,5.0040000000000004,5.0040000000000004,4.85388,4.80384,4.80384,4.65372,4.603680000000001,4.603680000000001,4.65372,4.35348,3.60288
23,3.1385088000000003,2.942352,3.1385088000000003,2.7461952000000003,2.7461952000000003,2.8442736,3.1385088000000003,3.7269791999999997,4.2664104,4.658723999999999,4.8548808,4.903919999999999,4.8548808,4.903919999999999,4.903919999999999,4.7568024,4.7077632,4.7077632,4.5606456,4.5116064,4.5116064,4.5606456,4.2664104,3.5308224000000004
24,3.0744575999999997,2.8823040000000004,3.0744575999999997,2.6901504,2.6901504,2.7862272000000003,3.0744575999999997,3.6509184000000006,4.1793408,4.563648,4.7558016,4.80384,4.7558016,4.80384,4.80384,4.6597248,4.6116864,4.6116864,4.467571199999999,4.419532800000001,4.419532800000001,4.467571199999999,4.1793408,3.4587648
25,3.0104064,2.8222560000000003,3.0104064,2.6341056,2.6341056,2.7281808,3.0104064,3.5748575999999996,4.092271199999999,4.468572,4.6567224000000005,4.70376,4.6567224000000005,4.70376,4.70376,4.5626472,4.5156095999999994,4.5156095999999994,4.3744968,4.3274592,4.3274592,4.3744968,4.092271199999999,3.3867071999999996
26,2.8512792000000005,2.697156,2.5430328,2.504502,2.4659712000000003,2.3889096,2.3889096,2.5430328,3.120994799999999,3.3136488,3.5063028000000007,3.5833644000000007,3.5833644000000007,3.5448335999999996,3.5063028000000007,3.5063028000000007,3.5448335999999996,3.621895199999999,3.660426,3.660426,3.85308,3.5833644000000007,3.3907104,3.082464
27,2.77722,2.6271,2.47698,2.43945,2.40192,2.32686,2.32686,2.47698,3.03993,3.22758,3.41523,3.49029,3.49029,3.4527600000000005,3.41523,3.41523,3.4527600000000005,3.52782,3.56535,3.56535,3.7529999999999997,3.49029,3.3026399999999994,3.0023999999999997
28,3.142656,2.94624,3.142656,2.749824,2.749824,2.8480320000000003,3.142656,3.731904,4.272048,4.66488,4.861295999999999,4.9104,4.861295999999999,4.9104,4.9104,4.763088,4.713984,4.713984,4.5666720000000005,4.517568,4.517568,4.5666720000000005,4.272048,3.535488
29,3.3792,3.168,3.3792,2.9568000000000003,2.9568000000000003,3.0624,3.3792,4.0127999999999995,4.5935999999999995,5.016,5.2272,5.28,5.2272,5.28,5.28,5.1216,5.0687999999999995,5.0687999999999995,4.9104,4.8576,4.8576,4.9104,4.5935999999999995,3.8016000000000005
30,3.311616,3.10464,3.311616,2.897664,2.897664,3.001152,3.311616,3.932544,4.501728,4.915679999999999,5.122656,5.1744,5.122656,5.1744,5.1744,5.0191680000000005,4.967424,4.967424,4.812192,4.760448,4.760448,4.812192,4.501728,3.7255679999999995
31,3.2440320000000002,3.04128,3.2440320000000002,2.838528,2.838528,2.9399040000000003,3.2440320000000002,3.8522879999999997,4.409856,4.81536,5.018112,5.0687999999999995,5.018112,5.0687999999999995,5.0687999999999995,4.916736,4.866047999999999,4.866047999999999,4.713984,4.663296,4.663296,4.713984,4.409856,3.6495360000000003
32,3.1764479999999997,2.97792,3.1764479999999997,2.7793919999999996,2.7793919999999996,2.8786560000000003,3.1764479999999997,3.7720320000000003,4.317984000000001,4.71504,4.913568,4.9632000000000005,4.913568,4.9632000000000005,4.9632000000000005,4.814304,4.764672,4.764672,4.615776,4.5661439999999995,4.5661439999999995,4.615776,4.317984000000001,3.573504
33,3.0085439999999997,2.8459199999999996,2.683296,2.6426399999999997,2.6019840000000003,2.520672,2.520672,2.683296,3.293136,3.4964159999999995,3.6996959999999994,3.7810080000000004,3.7810080000000004,3.7403520000000006,3.6996959999999994,3.6996959999999994,3.7403520000000006,3.8216639999999997,3.8623199999999995,3.8623199999999995,4.0656,3.7810080000000004,3.5777280000000005,3.2524800000000003
34,2.9304,2.7720000000000002,2.6136,2.574,2.5343999999999998,2.4552,2.4552,2.6136,3.2076,3.4055999999999997,3.6036,3.6828000000000003,3.6828000000000003,3.6431999999999998,3.6036,3.6036,3.6431999999999998,3.7223999999999995,3.762,3.762,3.96,3.6828000000000003,3.4848,3.168
35,3.0033792000000004,2.8156679999999996,3.0033792000000004,2.6279568,2.6279568,2.7218124,3.0033792000000004,3.5665128,4.0827186,4.4581409999999995,4.6458522,4.69278,4.6458522,4.69278,4.69278,4.5519966,4.5050688,4.5050688,4.3642854,4.317357599999999,4.317357599999999,4.3642854,4.0827186,3.378801599999999
36,3.2294399999999994,3.0276000000000005,3.2294399999999994,2.8257600000000003,2.8257600000000003,2.92668,3.2294399999999994,3.8349600000000006,4.39002,4.7937,4.99554,5.045999999999999,4.99554,5.045999999999999,5.045999999999999,4.89462,4.8441600000000005,4.8441600000000005,4.69278,4.64232,4.64232,4.69278,4.39002,3.63312
37,3.1648511999999993,2.967048,3.1648511999999993,2.7692447999999996,2.7692447999999996,2.8681464000000005,3.1648511999999993,3.7582607999999995,4.3022196,4.697826,4.8956292,4.945079999999999,4.8956292,4.945079999999999,4.945079999999999,4.7967276,4.7472768,4.7472768,4.5989244,4.5494736,4.5494736,4.5989244,4.3022196,3.5604576
38,3.1002624,2.9064959999999997,3.1002624,2.7127296,2.7127296,2.8096128,3.1002624,3.6815615999999998,4.214419199999999,4.601952,4.7957184,4.8441600000000005,4.7957184,4.8441600000000005,4.8441600000000005,4.6988352,4.6503936,4.6503936,4.5050688,4.4566272,4.4566272,4.5050688,4.214419199999999,3.4877951999999994
39,3.0356736,2.845944,3.0356736,2.6562144000000005,2.6562144000000005,2.7510792000000004,3.0356736,3.6048624000000005,4.1266188,4.5060780000000005,4.6958076,4.743239999999999,4.6958076,4.743239999999999,4.743239999999999,4.6009428,4.5535104,4.5535104,4.411213200000001,4.363780800000001,4.363780800000001,4.411213200000001,4.1266188,3.4151328000000003
40,2.8752108,2.719794,2.5643772000000005,2.5255229999999997,2.4866688000000003,2.4089604,2.4089604,2.5643772000000005,3.1471902,3.3414612000000004,3.5357322,3.6134405999999997,3.6134405999999997,3.5745864,3.5357322,3.5357322,3.5745864,3.6522948,3.6911490000000002,3.6911490000000002,3.88542,3.6134405999999997,3.4191696,3.1083360000000004
41,2.80053,2.64915,2.49777,2.459925,2.4220800000000002,2.34639,2.34639,2.49777,3.0654449999999995,3.25467,3.4438949999999995,3.519585,3.519585,3.48174,3.4438949999999995,3.4438949999999995,3.48174,3.55743,3.595275,3.595275,3.7845000000000004,3.519585,3.3303599999999998,3.0276000000000005
42,2.9712384000000003,2.7855360000000005,2.9712384000000003,2.5998335999999997,2.5998335999999997,2.6926848,2.9712384000000003,3.5283455999999997,4.0390272,4.410432,4.5961344,4.64256,4.5961344,4.64256,4.64256,4.5032832,4.456857599999999,4.456857599999999,4.3175808,4.271155199999999,4.271155199999999,4.3175808,4.0390272,3.3426431999999995
43,3.1948800000000004,2.9951999999999996,3.1948800000000004,2.79552,2.79552,2.89536,3.1948800000000004,3.79392,4.343039999999999,4.7424,4.94208,4.992000000000001,4.94208,4.992000000000001,4.992000000000001,4.84224,4.79232,4.79232,4.64256,4.59264,4.59264,4.64256,4.343039999999999,3.59424
44,3.1309824,2.935296,3.1309824,2.7396095999999996,2.7396095999999996,2.8374528,3.1309824,3.7180415999999994,4.2561792,4.647552,4.8432384,4.8921600000000005,4.8432384,4.8921600000000005,4.8921600000000005,4.745395199999999,4.6964736,4.6964736,4.5497088,4.5007871999999995,4.5007871999999995,4.5497088,4.2561792,3.5223552
45,3.0670848,2.8753919999999997,3.0670848,2.6836992000000004,2.6836992000000004,2.7795456,3.0670848,3.6421631999999997,4.1693184,4.552704,4.7443968000000005,4.79232,4.7443968000000005,4.79232,4.79232,4.6485503999999995,4.6006272,4.6006272,4.456857599999999,4.4089344,4.4089344,4.456857599999999,4.1693184,3.4504704000000004
46,3.0031871999999997,2.8154879999999998,3.0031871999999997,2.6277888,2.6277888,2.7216384000000002,3.0031871999999997,3.5662848,4.0824576,4.457856,4.6455551999999996,4.69248,4.6455551999999996,4.69248,4.69248,4.5517056,4.504780800000001,4.504780800000001,4.3640064,4.3170816,4.3170816,4.3640064,4.0824576,3.3785856
47,2.8444415999999997,2.6906879999999997,2.5369344000000003,2.4984960000000003,2.4600576,2.3831808,2.3831808,2.5369344000000003,3.1135104,3.3057023999999995,3.4978944,3.5747712,3.5747712,3.5363328000000003,3.4978944,3.4978944,3.5363328000000003,3.6132096000000002,3.6516480000000002,3.6516480000000002,3.84384,3.5747712,3.3825791999999995,3.0750719999999996
